Nº INSCRIPCIÓN,DENOMINACIÓN SOCIAL,PROVINCIA,LOCALIDAD,CP,CLASE O GRADO,FECHA INSCRIPCIÓN
EXT-762,COMPLEJO DEPORTIVO CIUDAD CÁCERES GOLF SOCIEDAD COOPERATIVA,CACERES,CACERES,10001,Sociedades Cooperativas de Viviendas,02/06/2008
11523,COOPERATIVA CACEREÑA DE LA CONSTRUCCIÓN,CACERES,CACERES,10001,Sociedades Cooperativas de Trabajo Asociado,23/05/1964
14659,COOPERATIVA CACEREÑA DE VIVIENDAS MUNAT,CACERES,CACERES,10001,Sociedades Cooperativas de Viviendas,31/05/1967
8906,COOPERATIVA DE CONSUMO DEL CONSEJO DIOCESANO DE LAS HERMANDADES DEL TRABAJO DE CÁCERES,CACERES,CACERES,10001,Sociedades Cooperativas de Consumidores y Usuarios,06/04/1960
10-CC-614,COOPERATIVA DE VIVIENDAS DE PROTECCIÓN OFICIAL SAN CRISTÓBAL,CACERES,CACERES,10001,Sociedades Cooperativas de Viviendas,30/01/1967
15937,COOPERATIVA DE VIVIENDAS DE PROTECCIÓN OFICIAL SAN ISIDRO LABRADOR,CACERES,CACERES,10001,Sociedades Cooperativas de Viviendas,21/06/1968
14940,COOPERATIVA DE VIVIENDAS DE PROTECCION OFICIAL SAN JORGE,CACERES,CACERES,10001,Sociedades Cooperativas de Viviendas,19/07/1967
16058,COOPERATIVA DE VIVIENDAS DE PROTECCION OFICIAL SANTA MARTA DEL SERVICIO DOMESTICO,CACERES,CACERES,10001,Sociedades Cooperativas de Viviendas,30/08/1968
6293,COOPERATIVA DE VIVIENDAS PROTEGIDAS NUESTRA SEÑORA DE LA VIRGEN DE LA MONTAÑA PARA FUNCIONARIOS DEL I.N.P.,CACERES,CACERES,10001,Sociedades Cooperativas de Viviendas,23/10/1953
EXT-807,"COOPERATIVA EXTREMEÑA DE ENSEÑANZA LUZ, S. COOP.",CACERES,CACERES,10005,Sociedades Cooperativas de Trabajo Asociado,05/01/1989
EXT-270,"COOPERATIVA LICENCIADOS REUNIDOS, S. COOP.",CACERES,CACERES,10005,Sociedades Cooperativas de Trabajo Asociado,13/09/1977
16797,COOPERATIVA PROVINCIAL DE VIVIENDAS NTRA. SRA. DEL PERPETUO SOCORRO,CACERES,CACERES,10001,Sociedades Cooperativas de Viviendas,23/05/1969
10268,COOPERATIVA PROVINCIAL DEL CAMPO Y GANADEROS,CACERES,CACERES,10001,Sociedades Cooperativas Agroalimentarias,30/10/1962
EXT-882,"GANOVEX, S. COOP. ESPECIAL",CACERES,CACERES,10005,Sociedades Cooperativas Agroalimentarias,27/05/2010
EXT-921,"GLOBAL DESIGNER CENTER, S. COOP. ESPECIAL",CACERES,CACERES,10001,Sociedades Cooperativas de Trabajo Asociado,01/06/2011
