"Nregistro","Ambito","Provincia","Fregistro","Nombre","Domicilio","Dlocalidad","CodPostal","fines"
1499,"Provincial","Cáceres",23/03/92,"DE VETERANOS CAURIENSES DE FUTBOL","C/CASAS DE DON GOMEZ, Nº 8","CORIA","10800"," CULTURALES, DEPORTISTAS, EXDEPORTISTAS, DEPORTIVAS Y RECREATIVAS, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO"
1500,"Provincial","Badajoz",03/07/98,"CULTURAL SIGLO XX","SANTA QUITERIA, S/N","NAVA DE SANTIAGO, LA","06486"," CULTURALES, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO"
1500,"Local","Cáceres",24/03/92,"CULTURAL DE AMAS DE CASA SANTA MARINA","PZ. DE CALVO SOTELO, 1","ACEITUNA","10666"," CULTURALES, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO"
1501,"Provincial","Badajoz",15/03/90,"CARNAVAL ""LANCELOT""","RICARDO CARAPETO, 25-2º-C","BADAJOZ",," FESTEJOS, OCIO, TIEMPO LIBRE, OTRAS"
1501,"Local","Cáceres",24/03/92,"DE MUJERES LA FLOR DE LOS IBORES","C/ SAN ROQUE, 3","NAVALVILLAR DE IBOR","10341"," FESTEJOS, OCIO, TIEMPO LIBRE, OTRAS"
1502,"Provincial","Badajoz",22/02/90,"FAMILIARES Y AFECTADOS DE ENFERM. DROGODEP. MÉRIDA","DIEGO Mª CREHUET, 5","MERIDA","06800"," OTRAS, SERVICIOS SANITARIOS"
1502,"Local","Cáceres",25/03/92,"TALAYUELA ACOGE","MANUEL MÁS, 78","TALAYUELA","10310"," OTRAS, SERVICIOS SANITARIOS"
1503,"Provincial","Badajoz",15/03/90,"MUSICOS EXTREMEÑOS","HERNAN CORTES, 4-BAJ","BADAJOZ",," MUSICALES, PERSONAS MAYORES"
1503,"Local","Cáceres",27/03/92,"CLUB PENSIONISTAS 3ª EDAD S.SEBASTIAN Y Mª MAGDALE","MACARROS, 6","HERNAN PEREZ","10868"," MUSICALES, PERSONAS MAYORES"
1504,"Provincial","Badajoz",08/03/90,"DESARROLLO COMUNITARIO DE EXTREMADURA","ENCARNACIÓN, 35","ARROYO DE SAN SERVAN","06850"," OTRAS"
1504,"Provincial","Cáceres",27/03/92,"AMIGOS MODELISTAS PLACENTINOS","San Anton 40, 1-3º H","PLASENCIA","10600"," OTRAS"
1505,"Provincial","Badajoz",28/03/90,"MATRIMONIOS ""JESUS OBRERO"" BDA. CERRO REYES","PEDRO PEREZ, 50","BADAJOZ",," CULTURALES, OTRAS"
1505,"Provincial","Cáceres",31/03/92,"CULTURAL RETAMA","AVD. PEDRO RODRIGUEZ DE LEDESMA, 6. DESPACHO 2","ALCÁNTARA","10980"," CULTURALES, OTRAS"
1506,"Provincial","Badajoz",29/03/90,"ASOCIACION DE PENSIONISTAS DE CABEZA LA VACA","DEL MEDIO, 1","CABEZA LA VACA","06293"," CULTURALES, PERSONAS MAYORES"
1506,"Provincial","Cáceres",31/03/92,"TEATRO CLASICO DEALCANTARA","Regimento de Argel 37","ALCÁNTARA","10980"," CULTURALES, PERSONAS MAYORES"
1507,"Provincial","Badajoz",29/03/90,"GASTRONÓMICA ""LOS APOSTOLES""","PZA. ALFERECES, 6-6º","BADAJOZ",," CULTURA POPULAR, GASTRONOMÍA, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, OTRAS, PEÑAS, CLUBES, CASAS REGIONALES"
1507,"Comarcal","Cáceres",02/04/92,"DE MUJERES SANTA LUCIA","PUENTE DE ABAJO, S/N","GARGANTILLA","10749"," CULTURA POPULAR, GASTRONOMÍA, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, OTRAS, PEÑAS, CLUBES, CASAS REGIONALES"
1508,"Provincial","Badajoz",30/03/90,"CULTURAL ""LA ENCINA""","MEDELLIN, S/N","MANCHITA","06478"," CULTURALES, OTRAS"
1508,"Provincial","Cáceres",06/04/92,"GRUPO INTERNACIONAL DX 1991 1ª CHARLIE ZULÚ","REYES CATÓLICOS, 1","LOSAR DE LA VERA","10460"," CULTURALES, OTRAS"
1509,"Provincial","Badajoz",03/04/90,"CULTURAL ""CUEVA LA CHARNECA""","CASTELAR, 5","OLIVA DE MERIDA","06475"," CULTURALES, OTRAS"
1509,"Provincial","Cáceres",07/04/92,"MUJERES NUESTRA SEÑORA DE LA ASUNCION","BARRIO DE LA IGLESIA S/N","GALISTEO","10691"," CULTURALES, OTRAS"
1510,"Provincial","Badajoz",04/04/90,"VECINOS ""LA ZARZA""","URBANIZ. LA ZARZA, PARCELA, 22","DON BENITO","06400"," OTRAS, PROPIETARIOS, VECINOS"
1510,"Local","Cáceres",07/04/92,"DE MUJERES FUENTE DE LA TEJA","C/ CULTURA, 1","TALAYUELA","10310"," OTRAS, PROPIETARIOS, VECINOS"
1511,"Provincial","Badajoz",04/04/90,"COLECTIVO ""ZAFRA"" DE EDUCACIÓN POPULAR","PLAZA DE ESPAÑA, 9","ZAFRA","06300"," CULTURALES, OTRAS"
1511,"Local","Cáceres",09/04/92,"ASOCIACIÓN LOCAL DE AMAS DE CASA, CONSUMIDORES Y USUARIOS  ""VIRGEN DE SEQUEROS""","C/ MESONES, 86","ZARZA LA MAYOR","10880"," CULTURALES, OTRAS"
1512,"Provincial","Badajoz",04/04/90,"CULTURAL ""TPTC TEATRO""","BENITO TORESANO 37-A","MERIDA","06800"," CULTURALES, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, OTRAS"
1512,"Local","Cáceres",14/04/92,"DE AMAS DE CASA, CONSUMIDORES Y USUARIOS CAMINAR","LAS VEGAS, S/N.","ALDEANUEVA DEL CAMINO","10740"," CULTURALES, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, OTRAS"
1513,"Autonómico","Badajoz",09/04/90,"A.P.A.T.Y.R.S. (ASOCIACIÓN PARA AYUDA AL TOXICOMANO Y SU REINSERCION SOCIAL)","C/ Eugenio Hermoso, nº 61 A","BADAJOZ",," ACCIÓN SOCIAL, VOLUNTARIADO, BIENESTAR, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS, MEDIO AMBIENTE, SERVICIOS SANITARIOS, USUARIOS DE SERVICIOS PRIVADOS, CONSUMO"
1513,"Local","Cáceres",16/04/92,"PERSONAS CONSUMIDORAS Y USUARIAS VIRGEN DE FUENTES CLARAS","CONDES DE NIEVA, 26","VALVERDE DE LA VERA","10490"," ACCIÓN SOCIAL, VOLUNTARIADO, BIENESTAR, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS, MEDIO AMBIENTE, SERVICIOS SANITARIOS, USUARIOS DE SERVICIOS PRIVADOS, CONSUMO"
1514,"Provincial","Badajoz",12/04/90,"CARNAVAL ""EXPARRAGATOS""","AVDA. JUAN S. EL CANO, 33","BADAJOZ",," FESTEJOS, OCIO, TIEMPO LIBRE, TURISMO"
1514,"Autonómico","Cáceres",07/04/92,"AGROTURISMO EXTREMADURA","DOCTOR MARAÑÓN, 2. BAJO DCHA.","CÁCERES",," FESTEJOS, OCIO, TIEMPO LIBRE, TURISMO"
1515,"Provincial","Badajoz",29/03/90,"COLECTIVO HERPETOLOGICO EXTREMEÑO (C.H.E.)","SUAREZ SOMONTE, 109-A","MERIDA","06800"," OTRAS, SERVICIOS SANITARIOS"
1515,"Comarcal","Cáceres",27/04/92,"ASOCIACIÓN DE MUJERES PALUMBARIUM","C/ SOL, 16","PALOMERO","10660"," OTRAS, SERVICIOS SANITARIOS"
1516,"Provincial","Badajoz",18/04/90,"CLUB CAMPING CARAVANING ""TIERRA DE BARROS""","MERIDA, 11","ALMENDRALEJO","06200"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, OTRAS"
1517,"Provincial","Badajoz",23/04/90,"SOCIO-CULTURAL ""CULTURA PARA EL CAMPO""","CRTRA. DE PELOCHE, S/N","HERRERA DEL DUQUE","06670"," CULTURALES, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO"
1517,"Local","Cáceres",28/04/92,"AMAS DE CASA SANTA CATALINA","Guadalupe 1","ALCOLLARIN","10135"," CULTURALES, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO"
1518,"Provincial","Badajoz",29/03/90,"INTERCULTURA EXTREMADURA","LA MAYA, 5-3º D","BADAJOZ",," CULTURA POPULAR, GASTRONOMÍA, CULTURALES, FESTEJOS, OCIO, TIEMPO LIBRE, JÓVENES, OTRAS"
1518,"Local","Cáceres",29/04/92,"GRUPO POP-ROCK ROCHIN BIRRAS","GERANIO, 16","TRUJILLO","10200"," CULTURA POPULAR, GASTRONOMÍA, CULTURALES, FESTEJOS, OCIO, TIEMPO LIBRE, JÓVENES, OTRAS"
1518,"Autonómico","Cáceres",13/02/20,"JUVENIL K.EVENTS SPAIN","C/ RAFAEL LUCENQUI, 3","CÁCERES",," CULTURA POPULAR, GASTRONOMÍA, CULTURALES, FESTEJOS, OCIO, TIEMPO LIBRE, JÓVENES, OTRAS"
1519,"Provincial","Badajoz",27/04/90,"AMIGOS DE LA CATEDRAL","SALA VESTUARIO CATEDRAL","BADAJOZ",," DEFENSA DEL PATRIMONIO, JÓVENES, OTRAS"
1519,"Local","Cáceres",29/04/92,"DE MUJERES LIBERTAD DE BARQUILLA DE PINARES","PZ. MAYOR, S/N","TALAYUELA","10310"," DEFENSA DEL PATRIMONIO, JÓVENES, OTRAS"
1519,"Autonómico","Cáceres",15/09/20,"ASOCIACIÓN JUVENIL POS TU VERAS","PLAZA DE ESPAÑA, 12","NAVALVILLAR DE IBOR","10341"," DEFENSA DEL PATRIMONIO, JÓVENES, OTRAS"
1520,"Provincial","Badajoz",02/05/90,"BARCELONISTA","AVDA. DE LA PAZ, S/N","BURGUILLOS DEL CERRO","06370"," DEFENSA DE INTERESES, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, JÓVENES, MUJER, IGUALDAD DE TRATO Y NO DISCRIMINACIÓN, PROMOCIÓN DE LA SALUD, SOCIOS, SEGUIDORES"
1520,"Local","Cáceres",29/04/92,"DE PERSONAS CONSUMIDORAS Y USUARIAS CRISTO DE LA SALUD","EBRO, 26","GALISTEO","10691"," DEFENSA DE INTERESES, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, JÓVENES, MUJER, IGUALDAD DE TRATO Y NO DISCRIMINACIÓN, PROMOCIÓN DE LA SALUD, SOCIOS, SEGUIDORES"
1520,"Autonómico","Cáceres",31/05/21,"ASOCIACIÓN JUVENIL CACEREÑA DE CALISTENIA","C/ SÁNCHEZ MANZANO, 6-2º A","CÁCERES",," DEFENSA DE INTERESES, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, JÓVENES, MUJER, IGUALDAD DE TRATO Y NO DISCRIMINACIÓN, PROMOCIÓN DE LA SALUD, SOCIOS, SEGUIDORES"
1521,"Provincial","Badajoz",02/05/90,"BARMANS EXTREMEÑOS","SAN ISIDRO, 1-BJ","BADAJOZ",," CULTURALES, ESTUDIANTES, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
1521,"Comarcal","Cáceres",08/05/92,"BALDIO SAUCO","DOCTOR AURELIO ALONSO, 55","TORNO, EL","10617"," CULTURALES, ESTUDIANTES, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
1521,"Autonómico","Cáceres",22/10/21,"ASOCIACIÓN JUVENIL DE ESTUDIANTES VOCES UNIDAS DE TALAYUELA""","C/ Goya, s/n","TALAYUELA","10310"," CULTURALES, ESTUDIANTES, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
1522,"Provincial","Badajoz",06/04/90,"MAESTROS LICENCIADOS DE EXTREMADURA","JUAN PEREDA PILA, 18-5º B","BADAJOZ",," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, ESTUDIANTES, OTRAS"
1522,"Comarcal","Cáceres",08/05/92,"BALDIO VAQUERIZA","Avdª Doctor Aurelio Alonso 55","TORNO, EL","10617"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, ESTUDIANTES, OTRAS"
1522,"Autonómico","Cáceres",05/11/21,"ASOCIACIÓN JUVENIL DE ESTUDIANTES IES PÉREZ COMENDADOR","AVDA. VIRGEN DEL PUERTO, 20","PLASENCIA","10600"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, ESTUDIANTES, OTRAS"
1523,"Provincial","Badajoz",06/04/90,"GEMAEX (GRUPO DE ESTUDIOS MEDIOAMBIENTE DE EXTR)","AVDA. DE COLON, 10","BADAJOZ",," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, ESTUDIANTES, PROMOCIÓN DE LA CONVIVENCIA Y LA TOLERANCIA, PROMOCIÓN DE LA ENSEÑANZA"
1523,"Provincial","Cáceres",13/05/92,"RÍA ARRIBA","CRTA. DE SOLANA S/N","NAVEZUELAS","10374"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, ESTUDIANTES, PROMOCIÓN DE LA CONVIVENCIA Y LA TOLERANCIA, PROMOCIÓN DE LA ENSEÑANZA"
1523,"Autonómico","Cáceres",17/11/21,"ASOCIACIÓN JUVENIL DE ESTUDIANTES APRENDE, CREA Y ACTÚA","Avda. de Todos los Emigrantes, 84","CECLAVIN","10870"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, ESTUDIANTES, PROMOCIÓN DE LA CONVIVENCIA Y LA TOLERANCIA, PROMOCIÓN DE LA ENSEÑANZA"
1524,"Provincial","Badajoz",10/05/90,"DE MAYORES DE VALVERDE DE LLERENA","C/ LAUREANO CERRATO , 45","VALVERDE DE LLERENA","06927"," JÓVENES, MADRES Y PADRES DE ALUMNOS, PERSONAS MAYORES"
1524,"Local","Cáceres",20/05/92,"APA DEL C.P. LAS AMÉRICAS DE TRUJILLO","AVD. DE LA CORONACIÓN S/N","TRUJILLO","10200"," JÓVENES, MADRES Y PADRES DE ALUMNOS, PERSONAS MAYORES"
1524,"Local","Cáceres",30/11/21,"ASOCIACIÓN JUVENIL EL MOCHO","C/ JOSÉ SANTOS DE ANTEQUERA, 5","CALZADILLA","10817"," JÓVENES, MADRES Y PADRES DE ALUMNOS, PERSONAS MAYORES"
1525,"Provincial","Badajoz",23/05/90,"CULTURAL ""MES AMIS""","JOAQUIN SAMA, 34","BADAJOZ",," CULTURALES, JÓVENES, OTRAS"
1525,"Local","Cáceres",21/05/92,"A.C.C.U LA ESPERANZA","MARÍA CRISTINA. CENTRO CULTURAL","MOHEDAS DE GRANADILLA","10664"," CULTURALES, JÓVENES, OTRAS"
1525,"Provincial","Cáceres",17/12/21,"ASOCIACIÓN JUVENIL EL ARCO DE SANTIAGO","C/ Constitución, 12","SANTIAGO DEL CAMPO","10191"," CULTURALES, JÓVENES, OTRAS"
1526,"Provincial","Badajoz",29/05/90,"PEÑA ALCAZAR","AVDA. LA  PALMERA, 2","HERRERA DEL DUQUE","06670"," CULTURALES, DEPORTIVAS Y RECREATIVAS, ESTUDIANTES, PROMOCIÓN DE LA ENSEÑANZA, SOCIOS, SEGUIDORES"
1526,"Provincial","Cáceres",22/05/92,"CULTURAL LA TORBISCA","JOSÉ LUÍS COTALLO, 3º BAJO IZDA","CÁCERES",," CULTURALES, DEPORTIVAS Y RECREATIVAS, ESTUDIANTES, PROMOCIÓN DE LA ENSEÑANZA, SOCIOS, SEGUIDORES"
1526,"Autonómico","Cáceres",,"ASOCIACIÓN JUVENIL DE ESTUDIANTES AL-QÁZERES (AEA)","Avda. de Cervantes, s/n","CÁCERES",," CULTURALES, DEPORTIVAS Y RECREATIVAS, ESTUDIANTES, PROMOCIÓN DE LA ENSEÑANZA, SOCIOS, SEGUIDORES"
1527,"Provincial","Badajoz",01/06/90,"CULTURAL ""MANUEL PACHECO""","PEDRO VALENCIA, 11","BADAJOZ",," CULTURALES, IDEOLÓGICAS, CULTURALES, EDUCATIVAS Y DE COMUNICACIÓN, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, JÓVENES"
1527,"Provincial","Cáceres",22/05/92,"CULTURAL TIERRA EXTREMEÑA","OBISPO SEGURA SÁEZ, 9-1ºC","CÁCERES",," CULTURALES, IDEOLÓGICAS, CULTURALES, EDUCATIVAS Y DE COMUNICACIÓN, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, JÓVENES"
1527,"Local","Cáceres",23/12/21,"ASOCIACIÓN JUVENIL EL MILIARIO","Plaza de España, s/n","GRANJA, LA","10711"," CULTURALES, IDEOLÓGICAS, CULTURALES, EDUCATIVAS Y DE COMUNICACIÓN, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, JÓVENES"
1528,"Provincial","Badajoz",15/06/90,"ARRENDATARIOS AFECTADOS POR  EMBALSE DE LA SERENA","MARQUESA DE CASARIEGO, 34","PEÑALSORDO","06610"," DEPORTISTAS, EXDEPORTISTAS, DEPORTIVAS Y RECREATIVAS, FESTEJOS, OCIO, TIEMPO LIBRE, JÓVENES, OTRAS"
1528,"Provincial","Cáceres",28/05/92,"DE VETERANOS DEL C.P. CACEREÑO DE FUTBOL","GIL CORDERO, 15","CÁCERES",," DEPORTISTAS, EXDEPORTISTAS, DEPORTIVAS Y RECREATIVAS, FESTEJOS, OCIO, TIEMPO LIBRE, JÓVENES, OTRAS"
1528,"Local","Cáceres",25/01/22,"ASOCIACIÓN JUVENIL DE PASARÓN TINAJEROS","PLAZA DE ESPAÑA, 2","PASARON DE LA VERA","10411"," DEPORTISTAS, EXDEPORTISTAS, DEPORTIVAS Y RECREATIVAS, FESTEJOS, OCIO, TIEMPO LIBRE, JÓVENES, OTRAS"
1529,"Provincial","Badajoz",18/06/90,"MUJERES ""PROSERPINA""","UNIVERSI. POPULAR JHON LENNON, 7","MERIDA","06800"," FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, JÓVENES, OTRAS, PERSONAS MAYORES, RECREATIVAS"
1529,"Local","Cáceres",28/05/92,"DE TERCERA EDAD SAN SEBASTIAN","GENERAL FRANCO, S/N","CAMPILLO DE DELEITOSA","10329"," FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, JÓVENES, OTRAS, PERSONAS MAYORES, RECREATIVAS"
1529,"Autonómico","Cáceres",25/01/22,"ASOCIACIÓN JUVENIL CREA DE CÁCERES","C/ MIGUEL ÁNGEL ORTIZ BELMONTE, 8-1º C","CÁCERES",," FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, JÓVENES, OTRAS, PERSONAS MAYORES, RECREATIVAS"
1530,"Provincial","Badajoz",18/06/90,"ASOC. PRO-DEFENSA DE LA VIDA BADAJOZ","C/ Afligidos, 4, bajo","BADAJOZ",," DERECHOS HUMANOS, LIBERTADES PÚBLICAS, JÓVENES, OTRAS"
1530,"Local","Cáceres",01/06/92,"DE MUJERES LA AMISTAD","AVD/ DE EXTREMADURA, 19","BARRADO","10696"," DERECHOS HUMANOS, LIBERTADES PÚBLICAS, JÓVENES, OTRAS"
1530,"Local","Cáceres",03/05/22,"ASOCIACIÓN DE JÓVENES DE MALPARTIDA DE PLASENCIA","CASA CULTURA MALPARTIDA PLASENCIA. PZA. GABRIEL Y GALÁN","MALPARTIDA DE PLASENCIA","10680"," DERECHOS HUMANOS, LIBERTADES PÚBLICAS, JÓVENES, OTRAS"
1531,"Provincial","Badajoz",12/06/90,"COLECTIVO DE TEATRO PUNTO CERO","CONDESA DE LA OLIVA, 77","ALMENDRALEJO","06200"," ACCIÓN SOCIAL, VOLUNTARIADO, CULTURALES, JÓVENES, OTRAS"
1531,"Local","Cáceres",03/06/92,"SANTA MARIA MAGDALENA","Arrabal s/n","ALBALÁ","10187"," ACCIÓN SOCIAL, VOLUNTARIADO, CULTURALES, JÓVENES, OTRAS"
1531,"Local","Cáceres",01/07/22,"ASOCIACIÓN JUVENIL EL LEJÍO","AVDA. FÉLIX RODRÍGUEZ DE LA FUENTE, 4","CASAS DE MILLAN","10592"," ACCIÓN SOCIAL, VOLUNTARIADO, CULTURALES, JÓVENES, OTRAS"
1532,"Autonómico","Cáceres",05/06/92,"GRUPO SCOUT 462 AL-KAZIRES","c/ SANTA TERESA DE JESÚS, Nº 8","CÁCERES",," BIENESTAR SOCIAL, MEJORA DE LAS CONDICIONES DE VIDA, CULTURALES, DE BASE RELIGIOSA, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, JÓVENES, SERVICIOS SANITARIOS"
1533,"Provincial","Badajoz",12/06/90,"ASOCIACION POR LA NATURALEZA EXTREMEÑA ""GRUS""","C/ Reyes Huertas, nº 30","CASTUERA","06420"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, OTRAS"
1533,"Provincial","Cáceres",08/06/92,"DE RADIOAFICIONADOS 27 MHZ LA PERLA DEL VALLE","HURÓN, 6","PLASENCIA","10600"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, OTRAS"
1534,"Autonómico","Badajoz",12/06/90,"ASOC. SÍNDROME DE DOWN DE EXTREMADURA (DOWN EXTREMADURA)","C/ José Hierro, s/nº","MERIDA","06800"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, SERVICIOS SANITARIOS"
1535,"Provincial","Badajoz",03/07/90,"ASOCIACION GASTRONÓMICA RADIOAFICIONADOS ZAFRA ""EL CASTILLO""","VIRGEN DE GUADALUPE, 34","ZAFRA","06300"," CULTURALES, OTRAS"
1535,"Provincial","Cáceres",10/06/92,"CONSERVACIÓN  PATRIMONIO HITÓRICO ARTÍSTICO CULTUR","MURALLA, 7","CILLEROS","10895"," CULTURALES, OTRAS"
1536,"Provincial","Badajoz",04/07/90,"ASOCIACION DE CARNAVAL ""CAMBALADA""","C/ DÍAZ BRITO, Nº 22 - 6ºA","BADAJOZ",," FESTEJOS, OCIO, TIEMPO LIBRE, OTRAS"
1536,"Comarcal","Cáceres",16/06/92,"GRUPO DE EMPRESA CAMPO ARAÑUELO","CENTRAL HIDROELÉCTRICA DE VALDECAÑAS","VALDECAÑAS DE TAJO","10329"," FESTEJOS, OCIO, TIEMPO LIBRE, OTRAS"
1537,"Provincial","Badajoz",05/07/90,"PROPIETARIOS PLAN PARCIAL ""PARQUE DE LAS COOPERAT""","MENACHO, 34","BADAJOZ",," DEPORTISTAS, EXDEPORTISTAS, OTRAS"
1537,"Provincial","Cáceres",17/06/92,"DEPORTIVO CULTURAL H.G.H. DE CÁCERES","POLÍGONO INDUSTRIAL LAS CAPELLANIAS. PARCELAS 306-","CÁCERES",," DEPORTISTAS, EXDEPORTISTAS, OTRAS"
1538,"Provincial","Cáceres",25/06/92,"DEPORTIVA PEÑA VERDINEGRA","AVA. DE CERVANTES, 22","CÁCERES",," DEPORTISTAS, EXDEPORTISTAS, OTRAS"
1539,"Provincial","Badajoz",09/07/90,"AMIGOS DE LA NATURALEZA","REPUBLICA ARGENTINA, BAJOS","DON BENITO","06400"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, DEPORTISTAS, EXDEPORTISTAS"
1539,"Provincial","Cáceres",26/06/92,"K.C.B. DE CÁCERES","AVD. DE ALEMANIA, 24. BAR RA","CÁCERES",," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, DEPORTISTAS, EXDEPORTISTAS"
1540,"Provincial","Badajoz",09/07/90,"HOGAR DEL PENSIONISTA DE REINA","CALLEJA  PATILLOS, S/N","REINA","06970"," OTRAS DE SOLIDARIDAD, PERSONAS MAYORES"
1540,"Autonómico","Cáceres",15/06/92,"HOGARES PARA NIÑOS PRIVADOS DE AMBIENTE FAMILIAR N","AVD. VIRGEN DE GUADALUPE, 29-8ºI","CÁCERES",," OTRAS DE SOLIDARIDAD, PERSONAS MAYORES"
1541,"Provincial","Badajoz",25/06/90,"CEXPA (CONSEJO EXTR. PROTECCION DE AVES)","CALVARIO, 13","MERIDA","06800"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, PROPIETARIOS, VECINOS"
1541,"Local","Cáceres",10/07/92,"DE VECINOS EL POCITO DE ALCUESCAR","FELIPE VIDARTE, 22","ALCUÉSCAR","10160"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, PROPIETARIOS, VECINOS"
1542,"Provincial","Badajoz",25/06/90,"CONSERVACION RECURSOS NATURALES EXTREMADURA","SUAREZ SOMONTE, 57-A","MERIDA","06800"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS"
1542,"Comarcal","Cáceres",10/07/92,"PARA PROMOCION TRURISMO RURAL ... LA CANTERA","CRUCES, 16","ALCÁNTARA","10980"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS"
1543,"Provincial","Badajoz",12/07/90,"COORDIANDORA CIUDADANA PRO VIDA Y LIBERTAD","AVDA. GRA. LUXAN, 36","CASTUERA","06420"," DEPORTISTAS, EXDEPORTISTAS, DERECHOS HUMANOS, LIBERTADES PÚBLICAS"
1543,"Provincial","Cáceres",13/07/92,"PEÑA BARCELONISTA DE MIAJADAS","FALDIEGO, 1","MIAJADAS","10100"," DEPORTISTAS, EXDEPORTISTAS, DERECHOS HUMANOS, LIBERTADES PÚBLICAS"
1544,"Provincial","Badajoz",12/07/90,"ASOCIACION CULTURAL DE MUJERES DE AZUAGA","C/ RECREO, 104","AZUAGA","06920"," CULTURALES, OTRAS"
1544,"Comarcal","Cáceres",20/06/92,"COORDINADORA TEATRAL DE LA VERA","PZ. MAYOR, 1","LOSAR DE LA VERA","10460"," CULTURALES, OTRAS"
1545,"Provincial","Badajoz",12/07/90,"ATLETICA CIUDAD CAMPILLO","CALVO SOTELO, 32","CAMPILLO DE LLERENA","06443"," SOCIOS, SEGUIDORES, TURISMO"
1545,"Autonómico","Cáceres",02/07/92,"PARA EL FOMENTO Y DESARROLLO DEL TURISMO RURAL DE EXTREMADURA","AVD. DEL VALLE, 6.BAJO","PLASENCIA","10600"," SOCIOS, SEGUIDORES, TURISMO"
1546,"Provincial","Badajoz",12/07/90,"PEÑA FLAMENCA LA BATALLA","IGLESIAS, 2","ALBUERA, LA","06170"," CULTURALES"
